county_name,pct_suspended,pct_incarcerated,pct_expelled,pct_referred
Decatur,0.018135808,0.002314533,0.000843526,0.000843526
Delaware,0.018318966,0.002691713,0,0
Des Moines,0.037744277,0.006290087,0.000223339,0.00614182
Dickinson,0.028173575,0.001896184,0,0.004857513
Dubuque,0.015299418,0.003472802,0.000375446,0.008916839
Emmet,0.034391534,0.00192913,0,0
Fayette,0.015970516,0.004146341,0,0
Floyd,0.012896825,0.002182725,0,0
Franklin,0.021556886,0.000951837,0,0.00239521
Fremont,0.032513181,0.001838235,0,0.000878735
Greene,0.04137492,0.003057436,0,0
Grundy,0.036277603,0.001053229,0,0.001051525
Hamilton,0.042633823,0.001955671,0,0
Hancock,0.026026605,0.002155753,0,0.006940428
Hardin,0.016055046,0.004546239,0.004587156,0.004587156
Harrison,0.020922385,0.001253744,0.000449944,0.001349831
Henry,0.013333333,0.003896104,0.000860215,0.004731183
Howard,0.005847953,0.000953794,0,0
Humboldt,0.023773006,0.001758742,0.000511247,0.005879346
Iowa,0.018942982,0.002211438,0,0.00037886
Jackson,0.01862631,0.001947719,0,0
Jasper,0.0263337,0.003404325,0.000575886,0.001727658
Jefferson,0.026879462,0.00245588,0,0.00251995
Johnson,0.0121384,0.002169663,0,0.001815088
Jones,0.026657061,0.001219036,0,0.001440922
Keokuk,0.016922263,0.00125774,0,0.002115283
Kossuth,0.039847393,0.001566171,0,0.000847817
Lee,0.04857337,0.005762298,0,0.00611413
Linn,0.019320136,0.003445326,0.000146365,0.003183432
Louisa,0.026237329,0.002602329,0,0.001192606
Lucas,0.07632312,0.002647939,0,0.005013928
Lyon,0.023483871,0.002821719,0.000516129,0.007225806
Madison,0.018965517,0.002132472,0,0.006896552
Mahaska,0.030930931,0.004106226,0,0.003603604
Marion,0.021180556,0.003650409,0.001388889,0.004166667
Marshall,0.025905797,0.006990443,0.000724638,0.008876812
Mills,0.036855037,0.003287046,0,0.000921376
Mitchell,0.014084507,0.000750258,0.00312989,0.018779343
Montgomery,0.058643861,0.002019813,0,0.005497862
Muscatine,0.040005791,0.007430528,0.000579095,0.002654184
O'Brien,0.028248588,0.003631444,0,0.001412429
Osceola,0.024660912,0.001444159,0,0.004932182
Page,0.031484258,0.00174216,0,0
Palo Alto,0.040690506,0.001201004,0,0.004932182
Plymouth,0.026645004,0.00272917,0,0.008177633
Polk,0.020718773,0.00722294,3.40E-05,0.004273141
Pottawattamie,0.039148936,0.006744963,0.000378251,0
Poweshiek,0.023352166,0.003175287,0,0
Ringgold,0.030448718,0.003417772,0,0
Scott,0.024326258,0.006053354,0,0.017648462
Sioux,0.012830794,0.002089743,0,0
Story,0.015156507,0.00207571,0,0
Tama,0.013015184,0.003614665,0,0
Wapello,0.031870771,0.006934656,0.001309758,0.015717092
Warren,0.038225806,0.002555546,0.000645161,0
Webster,0.040042429,0.005494211,0.00159109,0.001060727
Winnebago,0.0202977,0.001343957,0,0
Winneshiek,0.026687598,0.001367694,0,0
Woodbury,0.034032898,0.00705514,0,0.00680658
Worth,0,0.002535023,0,0
Ada,0.020329897,0.002080213,2.85E-05,0.001112014
Adams,0.003496503,0.006212788,0,0.002331002
Bannock,0.018625598,0.002789175,0.000333593,0.006338263
Bear Lake,0.011788826,0.000504796,0,0.001025115
Benewah,0.064270905,0.001107788,0,0.01105736
Bingham,0.008854118,0.00224546,0,0.006043287
Blaine,0.002357101,0.002164095,0.007071302,0
Boise,0.021309371,0.002004981,0.001026958,0.003080873
Bonner,0.034456102,0.001974236,0.001104362,0.003644395
Bonneville,0.013198253,0.003548874,0.000185891,0.002137745
Boundary,0.015235457,0.001845529,0,0
Butte,0.003378378,0.001875469,0,0
Camas,0.025316456,0,0,0
Canyon,0.025645699,0.001925316,0.000156217,0.000572797
Caribou,0.010752688,0.005144033,0.010752688,0
Cassia,0.011127532,0.006525285,0.000521603,0.003042685
Clark,0.025,0.001153403,0.0125,0.0125
Clearwater,0.00968523,0.002566496,0,0.003631961
Custer,0.065989848,0.000946298,0,0.017766497
Elmore,0.030497925,0.003506231,0.000414938,0.002904564
Fremont,0.00210084,0.000854701,0,0.00052521
Gooding,0.047182663,0.002049587,0.000247678,0.001486068
Idaho,0.003258656,0.000861751,0.000814664,0
Jefferson,0.016120554,0.001717507,0,0
Jerome,0.007908612,0.001834254,0,0
Kootenai,0.033570818,0.002328216,0.000113993,0.002564833
Latah,0.015284461,0.000942507,0.001132182,0.003396547
Lemhi,0.004530011,0.001037075,0,0
Lewis,0.05,0.002630195,0,0.05
Lincoln,0.023913043,0,0.004347826,0.004347826
Madison,0.008717762,0.001795072,0,0
Nez Perce,0.018205955,0.002940585,0,0.000758581
Oneida,0.004255319,0.002437599,0,0.004255319
Owyhee,0.047770701,0.003297283,0,0
Payette,0.016301816,0.002618266,0.005589194,0.004890545
Power,0,0.002841276,0,0
Shoshone,0.042016807,0.002602318,0,0
Teton,0.055772448,0.0017059,0,0.014500837
Twin Falls,0.061144602,0.002120877,0.002740155,0.007046113
Valley,0.081081081,0.002819254,0,0
Washington,0.029447115,0.002822012,0,0.001201923
Adams,0.065004617,0.007388501,0.000184672,0.000184672
Alexander,0.139872843,0.012833587,0,0.002724796
Bond,0.038916362,0.005599815,0.000215008,0.00086003
Boone,0.103185957,0.004759426,0,0.005222881
Brown,0.033957845,0.001311762,0,0.010538642
Bureau,0.042450254,0.003166598,0.000312134,0.003433476
Calhoun,0.01641848,0.003389123,0,0.0015273
Carroll,0.02042042,0.00294039,0,0
Cass,0.111523179,0.003987961,0.000529801,0
Champaign,0.030499106,0.006706253,0.00013006,0.000975451
Christian,0.035299335,0.005592808,0.000177384,0.001241685
Clark,0.02640264,0.005281143,0.000660066,0
Clay,0.018324982,0.005091875,0.002004295,0.002720115
Clinton,0.039256198,0.004294007,0,0.000688705
Coles,0.04158626,0.006185295,0,0.002122733
Cook,0.036641268,0.006546046,6.17E-05,0.004000185
Crawford,0.039166667,0.006896907,0.000416667,0
Cumberland,0.00670347,0.003395118,0,0.000788644
DeKalb,0.032815585,0.003582095,0.000148992,0.001899654
De Witt,0.021793156,0.007694187,0,0.000860256
Douglas,0.00486618,0.003725707,0,0.00486618
DuPage,0.021415475,0.002244104,0.000138611,0.004542677
Edgar,0.106847698,0.004693,0.000590319,0.00501771
Edwards,0.022635408,0.007064049,0,0
Effingham,0.017098731,0.004823856,0,0
Fayette,0.047118521,0.007886435,0,0.0007249
Ford,0.013994911,0.004535147,0.000424088,0
Franklin,0.048336217,0.007132379,0.000407042,0.001729928
Fulton,0.027156383,0.004294563,0,0.001040474
Gallatin,0.099513086,0.005040336,0,0.000608643
Greene,0.026082131,0.00229273,0,0
Grundy,0.014868383,0.0023912,0.000462829,0.000809951
Hamilton,0.04,0.009904542,0,0.002051282
Hancock,0.028953229,0.003074102,0.000890869,0.002672606
Henderson,0.027179007,0.003159558,0,0.001874414
Henry,0.023641421,0.006890888,0.00021395,0.000641849
Iroquois,0.046380697,0.003075753,0,0
Jackson,0.052083333,0.0069916,0,0.002800179
Jasper,0.020877716,0.003540929,0,0
Jefferson,0.090542636,0.006575371,0.000310078,0.003100775
Jersey,0.084737302,0.004080097,0.002121552,0
Jo Daviess,0.028929605,0.001920843,0,0.00096432
Johnson,0.032742156,0.004039671,0,0.001364256
Kane,0.042508015,0.003223637,0.000140615,0.00293886
Kankakee,0.069701204,0.008965573,0.000107481,0.003116939
Kendall,0.027344521,0.002307615,0,0.004179006
Knox,0.064471879,0.005356731,0,0
Lake,0.030411411,0.002536824,0.000143349,0.001777523
LaSalle,0.031778905,0.006110795,0,0.002428051
Lee,0.035680574,0.003930952,0.000755144,0.002265433
Livingston,0.019023136,0.007141138,0.004113111,0.001542416
Logan,0.027819101,0.005773168,0,0.002082713
McDonough,0.026404225,0.002948937,0,0.001920307
McHenry,0.030153436,0.002197609,0.000177896,0.00271292
McLean,0.025424129,0.006335344,9.45E-05,9.45E-05
Macon,0.154521298,0.012521341,0.000322087,0.001127305
Macoupin,0.024423034,0.003128348,0.000448129,0.000448129
Madison,0.06679481,0.004677829,0.000320359,0.002787122
Marion,0.022572402,0.008636963,0,0.000851789
Marshall,0.018565615,0.002557334,0.001017294,0.000508647
Mason,0.030907278,0.009475992,0,0
Massac,0.03950104,0.006992738,0,0
Menard,0.059090909,0.003500119,0,0
Mercer,0.016485575,0.005909798,0,0.001498689
Monroe,0.024193548,0.000567842,0,0.003136201
Montgomery,0.015804598,0.00722908,0,0.001436782
Morgan,0,0.003943533,0,0
Moultrie,0.05370844,0.004327248,0,0
Ogle,0.059570662,0.003747682,0.001073345,0.000715564
Peoria,0.068978707,0.00851932,0.000340006,0.000892516
Perry,0.051658163,0.003823828,0,0.00127551
Pope,0.022346369,0.007909652,0,0.003724395
Pulaski,0.027027027,0.008425091,0,0
Randolph,0.085296217,0.002743277,0,0.000713776
Rock Island,0.09550351,0.004161865,0,0.000321561
St. Clair,0.06871075,0.00537195,0.000935845,0.004014284
Saline,0.055578771,0.010081595,0.003760969,0.000835771
Sangamon,0.075715477,0.006461857,0.001342966,0.005325553
Shelby,0.0063593,0.004109651,0,0
Stephenson,0.075821506,0.006728523,0.00140647,0.001022887
Tazewell,0.019651074,0.004557798,0,0.002779908
Union,0.003655352,0.011376338,0,0
Vermilion,0.083775545,0.008215642,0.002145196,0.00022581
Wabash,0.042821159,0.005574614,0.001259446,0.006926952
Warren,0,0.003174063,0,0
Washington,0.010195412,0.003052588,0,0
Wayne,0.054501217,0.003241297,0,0.000973236
White,0.001334223,0.009211817,0,0
Whiteside,0.009451796,0.005950413,0.001260239,0.00063012
Will,0.051524543,0.003450404,0.000245005,0.001506781
Williamson,0.046208209,0.004523612,0,0.001630878
Winnebago,0.050363244,0.008377939,0,0.002159827
Woodford,0.023529412,0.00407452,0.000573888,0.000573888
Adams,0.045506257,0.006753442,0.002275313,0.000910125
Allen,0.07924964,0.00676818,0.000607743,0.003545165
Bartholomew,0.038291139,0.006132811,0.001503165,0.001977848
Benton,0.005998286,0.004572996,0.001713796,0.001999429
Blackford,0.026451984,0.010999599,0.006325474,0
Boone,0.015288875,0.00518968,0.001306085,0.000460971
Brown,0,0.004915964,0.000935891,0
Carroll,0.063748336,0.005765694,0.000998668,0.000332889
Cass,0.078824499,0.007310624,0.003982422,0.006591596
Clark,0.070948379,0.007076497,0.00090036,0.003181273
Clay,0.04921912,0.006301812,0.003076195,0.000473261
Clinton,0.032233308,0.009942662,0.002686109,0.00115119
Crawford,0.100611829,0.009792844,0.008837525,0
Daviess,0.004127743,0.00700189,0.003475994,0.000434499
Dearborn,0.081647227,0.015692858,0.022732683,0.001547251
Decatur,0.002084298,0.008429966,0.004400185,0.001389532
DeKalb,0.028025828,0.004961607,0.001099052,0.001099052
Delaware,0.054601875,0.006200541,0.000132048,0.006404331
Dubois,0.007595636,0.00350155,0.00055241,0
Elkhart,0.042872837,0.011958117,0.002828893,0.001730294
Fayette,0.148275862,0.012841496,0.006321839,0.013218391
Floyd,0.062406741,0.007670346,0,0.003423155
Fountain,0.01023766,0.003257329,0.000731261,0.005850091
Franklin,0.050209205,0.00814389,0.005954297,0.001931123
Fulton,0.056295297,0.009391049,0.001011293,0.004382269
Gibson,0.009101942,0.006779965,0.001618123,0
Grant,0.046451033,0.010001016,0.002066487,0.003144654
Greene,0.040626419,0.006416524,0.002723559,0.004312301
Hamilton,0.01358686,0.002483246,0.000833659,0.000283799
Hancock,0.01618148,0.006129437,0.00185816,0.000309693
Harrison,0.044103072,0.007463835,0.00033036,0.002808061
Hendricks,0.017101648,0.00314201,0.001923077,0.003090659
Henry,0.037994783,0.008761515,0.001361007,0.000907338
Howard,0.034271993,0.009056065,0.001891872,0.002255694
Huntington,0.061615786,0.012318486,0.006701415,0.015264334
Jackson,0.035353535,0.01089633,0.000561167,0.005892256
Jasper,0.052428163,0.004458275,0.00168039,0.000672156
Jay,0.057346648,0.011519654,0.000570613,0.001141227
Jefferson,0.009905774,0.01274534,0,0.000483209
Jennings,0.001812415,0.009106371,0.016538287,0.001132759
Johnson,0.031951674,0.005020529,0.002279549,0.001367729
Knox,0.001358168,0.006676129,0.005626698,0.002328289
Kosciusko,0.027667057,0.006520124,0.001484955,0.001563111
LaGrange,0.035839775,0.004437909,0.003338018,0.001405481
Lake,0.069524447,0.004868179,0.0038714,0.001754856
LaPorte,0.03763773,0.007431741,0.002625888,0.002471424
Lawrence,0.033829499,0.007759034,0.00270636,0.000601413
Madison,0.073431092,0.011260708,0.002247317,0.002752964
Marion,0.030156446,0.00852728,0.003497842,0.000665891
Marshall,0.040339703,0.005649115,0.001132343,0.003821656
Martin,0.035367545,0.007136572,0,0
Miami,0.066208394,0.006331039,0.002170767,0
Monroe,0.02100509,0.004595659,0.003010969,0.00250914
Montgomery,0.039980497,0.010856738,0.001300179,0.005363237
Morgan,0.04330116,0.008378156,0.013725317,0.000442752
Newton,0,0.008128922,0.001501502,0.001501502
Noble,0.016014027,0.008293312,0.002454705,0.002104033
Ohio,0.027812895,0.006713298,0.002528445,0.00505689
Orange,0.020979021,0.0042873,0.001907184,0
Owen,0.038134501,0.005952943,0.003864983,0.006699304
Parke,0.000886918,0.006320306,0,0
Perry,0.087611225,0.006643321,0.001368925,0
Pike,0.060216161,0.00772539,0.001029336,0.001029336
Porter,0.042545962,0.004756957,0.002793612,0.000151006
Posey,0.011976048,0.007081654,0.001710864,0
Pulaski,0.024880383,0.008267017,0.003827751,0
Putnam,0.066004415,0.005747585,0.000441501,0.000883002
Randolph,0.044983573,0.004568528,0.0015163,0
Ripley,0.026650139,0.006681987,0.001239541,0.000619771
Rush,0.090094128,0.008354907,0.006723442,0.023756163
St. Joseph,0.047520427,0.006428628,0.004510894,0.001134816
Scott,0.052885838,0.010906641,0.006102212,0
Shelby,0.028964229,0.011836054,0.000800854,0.003336893
Spencer,0.026972353,0.003805212,0.000674309,0.001348618
Starke,0.077260056,0.009206432,0.012743927,0.00517722
Steuben,0.044843049,0.007879739,0.005803218,0
Sullivan,0.03183315,0.004635762,0.002561288,0
Switzerland,0,0.003096698,0,0
Tippecanoe,0.039301511,0.006125904,0.002672318,0.003271286
Tipton,0.027602524,0.003217296,0.001971609,0.002365931
Vanderburgh,0.017439254,0.008138895,0,0.001434592
Vermillion,0.02532171,0.007254605,0.00249066,0
Vigo,0.044610169,0.00644493,0.002372881,0.002508475
Wabash,0.042942422,0.008847775,0.001540535,0
Warren,0.004995837,0.004065527,0.01582015,0
Warrick,0.023000881,0.002449409,0,0.004893804
Washington,0.027484144,0.00935622,0.001879258,0.00164435
Wayne,0.064653192,0.012953291,0.002641249,0.009416628
Wells,0.099138836,0.009492871,0.002100399,0.002520479
White,0.027482823,0.007562095,0.002498438,0.001249219
Whitley,0.041772509,0.006820913,0.000564493,0
Allen,0.037667072,0.003830244,0.000810045,0.001620089
Anderson,0.043266301,0.004074357,0.001218769,0
Atchison,0.024054983,0.003895014,0,0.005498282
Barber,0.018292683,0.000814001,0,0.003484321
Barton,0.040881127,0.003386991,0.001190712,0.000396904
Bourbon,0.026518804,0.003034799,0.004339441,0.00192864
Butler,0.028935435,0.003183161,0.002807169,0.003670913
Chase,0.02364532,0.040907401,0,0
Chautauqua,0.041180758,0.002548853,0.000728863,0.006924198
Cherokee,0.05496041,0.003398267,0.005822077,0.005822077
Cheyenne,0.017667845,0,0,0
Clark,0.028225806,0.000917852,0,0
Clay,0.022222222,0.000834725,0,0
Cloud,0.025518341,0.002887701,0,0.003189793
Coffey,0.003212851,0.001551683,0,0.001606426
Cowley,0.020214271,0.002600852,0,0.000404285
Decatur,0.019714145,0.001719395,0,0
Dickinson,0.024523161,0.001338412,0.00181653,0.007266122
Doniphan,0.029154519,0.002159827,0,0
Douglas,0.035126978,0.001230861,0,0.001353039
Edwards,0.018867925,0.001347255,0,0.004716981
Ellis,0.021077283,0.002102578,0.00039032,0.00234192
Ellsworth,0.011661808,0.00220022,0,0
Finney,0.037270485,0.002643219,0.002192381,0.001096191
Ford,0.011142061,0.003406131,0,0
Franklin,0.018568841,0.001943635,0,0
Geary,0.032637596,0.003045382,0.000864132,0.000930604
Gove,0.013888889,0.001992285,0.001984127,0
Graham,0.03,0.003472222,0,0.006923077
Grant,0.023357664,0.003440805,0.000729927,0
Gray,0.038709677,0.002386974,0,0.004301075
Greeley,0.022140221,0.001558846,0,0
Greenwood,0.062305296,0.003460208,0,0
Hamilton,0.078899083,0.002282237,0,0
Harper,0.02247191,0.003080609,0,0.002042901
Harvey,0.03260326,0.003167382,0.00310031,0.00730073
Haskell,0.012552301,0.001213298,0,0
Hodgeman,0.025114155,0.001558442,0,0.00456621
Jackson,0.022448507,0.00443309,0,0.002314279
Jefferson,0.030236284,0.001543456,0,0.000400481
Johnson,0.027936714,0.001186677,0.000179153,0.004389255
Kearny,0.010802469,0.001020408,0.00308642,0
Kingman,0.091575092,0.001538462,0,0
Kiowa,0.023255814,0.00789266,0,0
Labette,0.063923586,0.00196379,0,0
Leavenworth,0.065334257,0.012888018,0.000824511,0.000263844
Lincoln,0.006339144,0.002532447,0,0.003169572
Linn,0.022988506,0.001781224,0.003065134,0.003065134
Logan,0.013157895,0.000360881,0,0
McPherson,0.019681032,0.000919212,0.000678656,0.008822531
Marion,0.010771993,0.000655738,0,0
Marshall,0.027522936,0.002106742,0,0
Meade,0.019607843,0.002385326,0,0.00511509
Miami,0.024024024,0.000791862,0.001334668,0
Montgomery,0.100396301,0.004268045,0.002642008,0
Morton,0.044198895,0.002564925,0.011049724,0
Ness,0.006578947,0.000971817,0,0
Osage,0.025293586,0.00130597,0,0
Osborne,0,0.001317176,0,0
Phillips,0.037441498,0.000719424,0,0
Pratt,0.047418335,0.002555453,0.001053741,0.001053741
Reno,0.030259538,0.001763338,0,0.000956823
Rice,0.057110862,0.003006615,0,0
Saline,0.056376574,0.004085289,0,0
Sedgwick,0.084007574,0.002347691,0.003170368,0.006570265
Seward,0.037497533,0.003168622,0.001578843,0
Shawnee,0.004287464,0.00270694,0.001293045,0.004763849
Sherman,0.049723757,0.003283533,0,0
Stafford,0,0,0,0
Stevens,0.031441048,0.001031105,0,0
Sumner,0.023268398,0.006415976,0,0.002164502
Wallace,0.020408163,0.001923077,0,0
Woodson,0.025396825,0.000777363,0,0
Wyandotte,0.106009884,0.002087735,0.001275307,0
Adair,0.071929177,0.008011833,0,0.020656584
Allen,0.053846154,0.006644028,0.000641026,0
Anderson,0.075550892,0.00681472,0,0
Ballard,0.141210375,0.015505754,0,0
Barren,0.076416016,0.007157902,0,0
Bath,0.13404951,0.009541853,0,0
Bell,0.017008197,0.013658571,0,0
Boone,0.016424596,0.007058639,0,0.003076784
Bourbon,0.022651934,0.007782868,0,0
Boyd,0.026802721,0.010918682,0,0
Boyle,0.044357469,0.015112073,0,0.000434877
Bracken,0,0.007247112,0,0
Breathitt,0,0.012073602,0,0
Breckinridge,0.105730922,0.012529356,0.001225866,0
Bullitt,0.085282288,0.006762292,0,0
Butler,0.153915392,0.011581186,0,0
Caldwell,0.073229874,0.005433939,0,0
Calloway,0.060606061,0.007436787,0,0.004646465
Campbell,0.033624636,0.013241904,0,0.00233042
Carlisle,0,0.030357586,0,0
Carroll,0.094213295,0.015457794,0,0
Carter,0.048608226,0.011816304,0,0
Casey,0.106382979,0.019745064,0,0
Christian,0.150575231,0.011424195,0,0.003383713
Clark,0.098558559,0.005822293,0,0
Clay,0.107425888,0.012927577,0.00176108,0
Clinton,0.074095023,0.005702487,0,0
Crittenden,0.086956522,0.017431093,0,0
Cumberland,0.033084312,0.007087334,0,0
Daviess,0.084623926,0.011466186,0.000116884,0
Edmonson,0.082066869,0.005065604,0,0.005065856
Elliott,0.06491063,0.006270221,0,0
Estill,0.088578089,0.006837489,0,0
Fayette,0.083924639,0.008263365,0,0.006606313
Fleming,0.061459667,0.007527929,0,0
Floyd,0.01690742,0.007304203,0.000328299,0
Franklin,0.096445993,0.008892441,0,0
Fulton,0.088357588,0.041645796,0,0
Gallatin,0.118991794,0.008301181,0,0
Garrard,0.086378738,0.006713783,0,0
Grant,0.064304731,0.018653525,0,0.000819169
Graves,0.063952582,0.006588286,0,0.00405553
Grayson,0.08412483,0.029091049,0,0
Green,0.126811594,0.008134726,0.001207729,0
Greenup,0.081184336,0.008498972,0,0
Hancock,0.101303318,0.012851879,0,0.001184834
Hardin,0.060983094,0.010956614,0,0
Harlan,0.038314176,0.010987854,0,0
Harrison,0.112143331,0.007427319,0.00066357,0
Hart,0.072772898,0.013541328,0,0
Henderson,0.154696133,0.0200889,0,0.002499342
Henry,0.033666667,0.00722125,0,0
Hickman,0.053075995,0.032577799,0,0
Hopkins,0.101471529,0.012103982,0,0.000511836
Jackson,0.036185611,0.009255804,0,0
Jefferson,0.089078929,0.007107282,0,0.001479553
Jessamine,0.04609584,0.007070243,0,0
Johnson,0.001936733,0.006681542,0,0
Kenton,0.086034431,0.00927702,0.000343451,0
Knott,0.044210526,0.008253305,0,0
Knox,0.049145799,0.006319714,0,0.001404166
Larue,0.061036789,0.011830946,0,0.015050167
Laurel,0.075069972,0.012795787,0.00109956,0.00089964
Lawrence,0.056268882,0.006713176,0,0
Lee,0.177845528,0.013624762,0,0
Leslie,0.049863014,0.002457673,0,0
Letcher,0.055811433,0.009342619,0,0
Lewis,0.039530843,0.010456274,0,0
Lincoln,0.058467742,0.005840443,0,0.008820565
Livingston,0.162343096,0.010874797,0,0.008368201
Logan,0.09712308,0.010084906,0,0
Lyon,0.135519126,0.004258339,0,0
McCracken,0.13865628,0.015718637,0,0
McCreary,0.045546559,0.008589436,0,0
McLean,0.099819603,0.004653622,0,0
Madison,0.062822388,0.00790408,0,0
Magoffin,0,0.005405015,0,0
Marion,0.10304878,0.012293164,0,0
Marshall,0.064797887,0.008669038,0,0
Martin,0.049910873,0.006671529,0,0
Mason,0.111541168,0.011917366,0,0
Meade,0.071371451,0.010482216,0,0
Menifee,0.111926606,0.002839565,0,0
Mercer,0.078368066,0.003056953,0,0.001467567
Metcalfe,0.063291139,0.006411327,0,0
Monroe,0.065662002,0.006540833,0,0
Montgomery,0.076671437,0.01155759,0,0
Morgan,0.098591549,0.004910821,0,0
Muhlenberg,0.094557012,0.017283202,0,0
Nelson,0.066622778,0.006465517,0,0
Nicholas,0.001683502,0.010168955,0,0
Ohio,0.103021978,0.008846234,0,0
Oldham,0.020234032,0.002651046,0.000487567,0.002844141
Owen,0.080563948,0.006864773,0,0
Owsley,0,0.016294828,0,0
Pendleton,0.077916835,0.009634154,0,0
Perry,0.057655594,0.009762844,0,0
Pike,0.072685096,0.007893871,0,0
Powell,0.129464286,0.015546117,0,0
Pulaski,0.079948062,0.010682521,0,0
Robertson,0,0.009063076,0,0
Rockcastle,0.105464671,0.011584164,0,0
Rowan,0.083690987,0.010905936,0.000613121,0
Russell,0.086366645,0.010111281,0,0
Scott,0.113358988,0.004181087,0,0
Shelby,0.0531241,0.006661895,0,0
Simpson,0.15786019,0.01848711,0,0
Spencer,0.074546676,0.006475232,0,0
Taylor,0.063414634,0.009175275,0,0
Todd,0.08957346,0.01373494,0,0
Trigg,0.166098393,0.009782092,0,0.011690209
Trimble,0.095909732,0.0093789,0,0
Union,0.135845749,0.008760287,0,0.007887818
Warren,0.104320666,0.010386603,0.000104112,0.000468506
Washington,0.05929764,0.010384144,0,0
Wayne,0.147757256,0.014825511,0,0
Webster,0.058494624,0.025497978,0,0
Whitley,0.014000373,0.011455488,0,0
Wolfe,0.052199851,0.010846841,0,0
Woodford,0.105174892,0.005774174,0,0.000958313
Barnstable,0.016083327,0.003022821,0,0.001838095
Berkshire,0.035064822,0.004032851,0,0.000696076
Bristol,0.036228279,0.004226876,0,0.000368548
Dukes,0.031034483,0.002854979,0,0
Essex,0.018861985,0.003714569,0,0.000566615
Franklin,0.012514078,0.005174517,0,0.000750845
Hampden,0.020044465,0.005702678,0,0.006740304
Hampshire,0.014684916,0.002475709,0,0.001853436
Middlesex,0.014563407,0.001819083,4.64E-05,0.00110481
Nantucket,0.038022814,0.002749852,0,0
Norfolk,0.008801583,0.001510747,9.35E-05,0.001308554
Plymouth,0.018073444,0.003754069,0,0.000447442
Suffolk,0.002444988,0.004665146,0,0
Worcester,0.019320354,0.002582478,0,0.000482545
Allegany,0.014468181,0.004198141,0,0.007573189
Anne Arundel,0.03632756,0.00318701,0,0
Baltimore,0.001733071,0.005272273,0,0.002554474
Baltimore,0.005338163,0.005272273,0,0.000810257
Calvert,0.029976318,0.005074346,0,0.007104574
Caroline,0.040007144,0.008709361,0,0.005179496
Carroll,0.005333437,0.003026117,0,0.000233581
Cecil,0,0.005680313,0,0.003710225
Charles,0.000682775,0.006750828,0,0.004931154
Dorchester,0.030124289,0.012494244,0,0.015799452
Frederick,0.006044672,0.00331451,0,0.002973192
Garrett,0.006962352,0.003972758,0,0.004899433
Harford,0.033210726,0.004936358,0,0.001386001
Howard,0.004112456,0.002345419,0,0
Kent,0.059874457,0.008424982,0,0.003862868
Montgomery,0.001772744,0.002233415,0,0.003494475
Prince George's,0.006552731,0.004081985,0,0.00731745
Queen Anne's,0.007736944,0.005046864,0,0.001934236
St. Mary's,0.001336973,0.004465797,0,0.009860175
Somerset,0.072133379,0.010433109,0,0.00578428
Talbot,0.00172973,0.006198892,0.000432432,0.004972973
Washington,0.029618474,0.007427287,0,0
Androscoggin,0.035904466,0.00332802,0.002161649,0.00300522
Aroostook,0.030921523,0.003466773,0,0.001734871
Cumberland,0.017685522,0.003049464,0.000636328,0.001141001
Franklin,0.01297984,0.002293653,0.000552334,0.003590168
Hancock,0.01630763,0.002050456,0.000402658,0.020132877
Kennebec,0.012191818,0.003251603,0.000108372,0.001842319
Knox,0.040878258,0.00421366,0,0.002142092
Lincoln,0.006543724,0.003834937,0.002379536,0
Oxford,0.008898015,0.002040959,0,0.001368925
Penobscot,0.009625948,0.003096521,0.00010463,0.000732409
Piscataquis,0.015665796,0.003318584,0,0
Sagadahoc,0.004844961,0.004431213,0,0
Somerset,0.039953677,0.004603393,0,0.001544103
Waldo,0.013446885,0.002353243,0,0.00896459
Washington,0.022600372,0.003624985,0,0
York,0.02207997,0.002117926,0.001206049,0.005473606
Alcona,0.043575921,0.005781991,0.000898473,0.004941599
Alger,0.009446694,0.004877532,0,0.002699055
Allegan,0.030304278,0.004734426,0.000658789,0.004014493
Alpena,0.043849786,0.005629814,0,0.000449741
Antrim,0.036458333,0.005795096,0.000786164,0.003439465
Arenac,0.03868977,0.005256668,0.000474721,0.000949442
Baraga,0.014050092,0.001262916,0,0.002443494
Barry,0.043793217,0.003944072,0.001152453,0.004198222
Bay,0.030195071,0.007062504,0.002978624,0.001810536
Benzie,0.02382594,0.003573281,0.000612886,0.004979698
Berrien,0.01360127,0.009310413,0.001154484,0.000360776
Branch,0.039648003,0.006727281,0.001160429,0.001063727
Calhoun,0.06059208,0.010009512,0.000538255,0.001230296
Cass,0.057492931,0.007136347,0.000942507,0.003016023
Charlevoix,0.017678452,0.003356601,0.002001334,0.005003336
Cheboygan,0.03426276,0.007917889,0.00094518,0.003544423
Chippewa,0.015650407,0.006488619,0.001626016,0.005081301
Clare,0.054758936,0.008727772,0.001142976,0.002805486
Clinton,0.015548241,0.004416535,0.00132639,0.002873846
Crawford,0.035500747,0.009442803,0,0.002615845
Delta,0.028239203,0.004130659,0,0.003322259
Dickinson,0.005818567,0.006421842,0,0.001586882
Eaton,0.025550281,0.004937815,0.001035822,0.002244281
Emmet,0.023701003,0.006984725,0,0
Genesee,0.030218356,0.006825692,0.001353921,0.001137869
Gladwin,0.021879662,0.006144333,0.002486325,0
Gogebic,0.022047244,0.004527448,0,0.007874016
Grand Traverse,0.024776119,0.004530213,0.002089552,0.00119403
Gratiot,0.029998859,0.004964082,0.000684385,0.003193795
